pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9
1.2777747846101093,0.19515194421299475,1.3804633125077308,0.3632502120244817,-0.34700657148322267,-0.5790243625976494,1.298272823890127,0.01645225001641762,-0.0464729033518862
3.5184323557243844,0.6238596030704179,-0.3408796018139383,-0.3190670341365036,-0.7496827721837809,0.5551617422641744,-1.1458023577581549,0.5410173371884686,-0.27709322084995414
2.441582386353364,-0.9238178986652802,-0.5827001962385069,0.8016753121765919,-0.5307282585388587,0.6830286485368104,0.49664736121176506,-0.6667620616445589,0.17571046946904478
-1.0496378559296267,-0.8903964675084308,1.8259886818294577,0.6909566994103881,2.6667628230924607,0.4649221312572838,1.132152599606547,0.6514655108000326,0.08954483643353273
-1.498045047425121,0.17504050227711238,1.2077774712583533,1.2632347336289427,-0.20699309577470315,0.2878982039075108,0.20416478920234518,0.359180928693833,-0.8063380064243026
-1.5875464653663136,0.03237667940092788,-0.2311518078379302,-0.65228992326499,0.31129175123328234,0.2878129885811663,0.8776419990617874,-0.6192153455086818,-0.16476273984862627
2.3924456835510046,0.23258866613763873,0.740616632152782,0.8089461160948704,0.7729015903782942,1.0829652961066378,1.2150746048045797,0.11950770420132631,-1.1602665653715114
-0.5558808786147116,1.1082650713454112,-1.4952960858365858,-0.4106708071182079,1.5449473064328687,-0.7440243141813971,-0.012546016634857216,-0.7593930578463356,-0.6510392319575853
1.1957582766745416,0.25353054295749367,-0.16317926053272624,0.5890792770604468,-0.4662140198870719,0.16701381293554246,0.35755878881787306,-0.7173428013536685,0.24226286103501815
1.1472326288801784,-0.8408000750984747,1.9569939424811391,1.2050033196501513,0.2883770474147585,-0.23736975439048424,0.5320985755661025,-0.8342335626272398,0.18879785373078928
-0.49949943801238705,-0.7450343911730951,0.550787270524907,-1.1306514368583407,-0.5454281634646948,-0.4640201093827996,-0.10879943042659712,-0.4610627405941875,-0.43517524821260106
0.27930538461454535,1.2890096441141945,0.37477228671645,0.5763269112803721,0.1753428015231718,-0.7687145310518049,0.5588084912211517,0.33301357970028883,-0.6604718178303267
0.49498971706235484,0.38804187004399165,-0.18673313709032457,0.6469609213929061,-0.7113591365111567,-0.06623294039394917,0.04883857252206106,0.7081083129379194,0.5694195198318026
-2.1885699121426403,0.15600513678351052,-0.36033834376603013,-0.17042767221099175,0.7971377702697129,0.1370463322440913,-0.385178667854008,-0.40133905503823974,0.45292333020124276
